idstd,id,a4a,a6a,a2,a4b,a0,a3a,a6c,a6b,a14d,a14m,a14y,a14h,a14min,a1,a12,a1a,a1c,a7,a7a,a7b,a11,a7c,a9,a20y,a20m,a20d,b1,b1x,ITAb1,ITAb1x,b3,b2a,b2b,b2c,b2d,b4,BMb1,BMb3,BMb4,BMb5,BMb6,BMb8a,BMb8b,BMb8c,BMb8d,b5,b6,b6a,b6b,b7,b7a,b8,b8x,c3,c5,c6,c7,c8a,c10,c11,c12,c15,c22b,c30a,d1a1a,d1a1x,d1a3,d2,d2x,n3,BMd1a,d3a,d3b,d3c,d10,d11,d12a,d12b,d30a,d30b,e1,e2b,e6,e11,e30,h1,h3x,h4x,h5,h6x,h7x,BMh1,BMh2,BMh3,f1,f2,BMt1,BMt2,BMt3,BMt4,BMt5,g30a,k1c,k2c,k3a,k3bc,k3e,k3f,BMk3a,BMk3b,BMk3hd,BMk2,k4,BMk5,BMk6,k6,k7,k8,BMk7,k9,k10,k11,BMk9,BMk9x,k15d,k16,k17,k21,k30,h7a,j2,j3,BMj1a,BMj1b,BMj1c,BMj1_impartial_pos,BMj1_transparent_pos,BMj1_voice_pos,j6a,j7a,j10,j13,BMj3a,BMj3b,BMj3c,BMj3_parliament_pos,BMj3_natgov_pos,BMj3_locgov_pos,j30a,j30b,j30c,j30e,j30f,h30,BMj4a,BMj4b,BMj4c,BMj5,BMj5x,l1,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l6,l10,l30a,l30b,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,n2a,n2e,n2b,n2f,n2i,n2p,n2e1,n7a,BMGa22,BMGa23,a15d,a15m,a15y,a15h,a15min,gdpr1a,a15a1a,a15a1ax,a15a2a,a15a3,a15a1bx,a15a2b,a15b3,a15a1cx,a15a2c,a15c3,a16,a17,a18,a19h,a19m,BMGa14gd,BMGa14gm,BMGa14gy,BMGa14gh,BMGa14gmin,BMGa1,BMGa2,BMGa3,BMGa4,BMGb1,BMGb2,BMGc1,BMGc2,BMGc3,BMGc4,BMGc7,BMGc8,BMGc11,BMGc12,BMGc16,BMGc17,BMGc18,BMGc19,BMGc20,BMGc23a,BMGc23b,BMGc23c,BMGc23d,BMGc23e,BMGc23f,BMGc23g,BMGc23h,BMGc23i,BMGc23j,BMGc24,BMGc25,BMGc26,BMGc27,BMGc27x,BMGc28,BMGc29,BMGd6,BMGd7,BMGd8,BMGe1,BMGe2,BMGe2u,BMGe2x,BMGe3,BMGe3u,BMGe3x,BMGe4,BMGe5,BMGe6,BMGe7,BMGa15gd,BMGa15gm,BMGa15gy,BMGa15gh,BMGa15gmin,BMGa15a1dx,BMGa12,a13,a3b,a3c,a3,d1a2,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
658648,1901,3,1,3,29,1,3,11,1,22,5,2019,11,20,159,43,1,1,1,2.0,1.0,1.0,1.0,,2018,12,31,4,,42,,100,100,0,0,0,2,100,2,2,2,2,,,,,2012,8,1,2012,10,2,1,Iso 9001,2,,2,,,2,,2,2.0,2,0,1,Production Of Construction Machinery,40,5000000,Five Million,4000000,1,100,0,0,0,0.0,100,0,0,0,2,5.0,2,2,0,2,,,2,,,2,2,2,60.0,40.0,,,,,,0,10,30,100,0,0,0,0,0,0,100,2,2,2,1,2,2,1.0,,,,,,2,2,1.0,1,0,1,60,2,2,2,2,3,2,1,2,0.0,2,2,0,1,1,1,3,2,1,1,1,1,1,1,1,1,1,3,,11,11,7.0,4.0,5.0,2.0,0.0,0.0,0.0,,0,2,0,0,14,12,2,14,10,4,3,15,11,13,9,8,7,5,6,1,300000,2000000.0,500000,500000,,3400000.0,2000000.0,700000.0,1,1,22,5,2019,11,49,1,2.0,,6.0,1.0,,,,,,,2,3,1,,,22,5,2019,11,43,2,2,,2,2,2,1,1.0,1.0,2.0,1,1.0,2,2.0,2,,2,,2.0,2,1,2,1,1,1,2,1,2,1,6.0,1,1.0,,,2.0,,-9,2,,-9,300000,2.0,,-9.0,,,0,2,4000,,22,5,2019,11,55,,43,5,2,2,4,2924,3,1,3,0,224.75,224.75,224.75,39
658649,1921,3,1,3,29,1,3,10,1,7,5,2019,14,57,159,23,1,1,2,,,,,,2018,12,31,3,,3,,100,100,0,0,0,1,100,2,2,2,2,,,,,1978,5,1,1978,40,1,1,Iso 9001,2,,2,,,2,,2,-7.0,1,3,1,Production Of Chopper Pumps,100,2500000,Two Million Five Hundred Thousand,2000000,3,100,0,0,-7,,100,0,3,1,2,-4.0,2,2,0,2,,,2,,,2,2,2,100.0,40.0,,,,,,0,90,95,70,0,0,30,0,0,0,100,2,2,2,1,1,2,1.0,,,,,,2,2,2.0,2,2,3,5,2,3,3,3,1,3,2,2,0.0,2,2,0,0,0,1,3,2,2,2,1,1,1,0,1,1,1,2,,10,10,7.0,3.0,1.0,2.0,4.0,0.0,2.0,,0,2,1,2,15,11,8,14,10,9,7,2,3,13,1,15,6,4,5,12,400000,4000000.0,700000,300000,,6400000.0,5000000.0,50000000.0,1,1,7,5,2019,15,40,1,2.0,,40.0,2.0,,,,,,,2,2,1,,,7,5,2019,15,27,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,-7,2,2,2,2,2,,2,,4.0,,,,2,2,,300000,400000,2.0,,-9.0,,,-9,2,250000,,7,5,2019,15,39,,23,5,2,2,4,2912,3,1,3,0,224.75,224.75,224.75,39
658650,1940,3,1,3,29,1,3,10,1,20,5,2019,19,42,159,43,1,1,2,,,,,,2018,12,31,4,,42,,50,100,0,0,0,2,100,2,2,2,2,,,,,1977,5,2,1977,40,2,1,Iso 9000,2,,2,,,2,,2,2.0,1,0,1,Production Of Garden Equipment,100,5000000,Five Million,4000000,1,100,0,0,0,0.0,100,0,0,0,2,-9.0,2,2,0,2,,,2,,,2,2,2,90.0,50.0,,,,,,0,10,10,100,0,0,0,0,0,0,100,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,2,1,2,60,2,-7,-7,-7,1,2,3,2,0.0,2,2,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,2,,10,10,6.0,4.0,2.0,4.0,0.0,0.0,0.0,,10,2,1,1,14,1,12,14,9,7,5,4,10,2,6,11,3,13,8,15,300000,300000.0,60000,50000,,4000000.0,300000.0,100000.0,1,1,20,5,2019,19,59,1,2.0,,40.0,1.0,,,,,,,2,3,1,,,20,5,2019,19,54,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,6.0,,,,2,2,,400000,25000,2.0,,0.0,,,0,2,200,,20,5,2019,20,22,,43,5,2,2,3,2921,3,1,3,0,224.75,224.75,224.75,39
658651,1979,4,1,1,29,1,1,7,1,5,7,2019,17,26,159,47,1,1,2,,,,,,2018,12,31,4,,41,,50,100,0,0,0,2,0,2,2,2,2,,,,,2002,7,1,2002,20,2,1,Iso 9001,2,,2,,,2,,2,-7.0,1,3,1,"Manufacture Of Industrial Robots For Multiple Uses, With Metalparts Accessories",100,60000000,Sixty Million,5500000,3,100,0,0,-7,,100,0,2,1,2,5.0,2,2,0,2,,,2,,,2,2,2,100.0,40.0,,,,,,0,100,100,60,0,0,40,0,0,0,-7,2,2,2,1,1,2,1.0,,,,,,2,2,7.0,1,0,2,0,2,-7,-7,-7,1,3,2,2,0.0,2,2,0,0,0,3,1,2,1,0,0,0,0,0,1,1,0,6,,6,7,6.0,0.0,1.0,2.0,3.0,0.0,0.0,,0,2,1,1,10,15,14,11,10,8,2,7,9,13,6,3,5,4,12,1,100000,3000000.0,1000000,0,,8000000.0,3000000.0,10000000.0,1,1,5,7,2019,17,49,1,2.0,,17.0,1.0,,,,,,,2,4,1,,,5,7,2019,17,44,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,1.0,,,,2,2,,1500000,0,,,-9.0,,,0,2,800,,5,7,2019,17,58,,47,4,2,2,3,2929,1,1,4,0,876.8333,876.8333,876.8333,4
658652,1984,4,1,1,34,1,1,16,1,28,3,2019,18,35,159,26,1,1,1,2.0,1.0,1.0,1.0,,2018,12,31,4,,42,,100,100,0,0,0,2,100,1,1,2,2,,,,,2009,10,1,2009,25,2,1,Iso 9001:2015,2,,2,,,1,100.0,2,-7.0,1,0,1,Rafts,80,5600000,Five Million Six Hundred Thousand,5700000,3,30,0,70,0,5.0,100,0,0,1,3,10.0,2,2,0,2,,,2,,,2,2,2,100.0,40.0,,,,,,-7,30,50,100,0,0,0,0,0,0,-7,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,2,0,1,15,2,-7,-7,-7,2,3,1,2,0.0,2,2,0,0,0,3,1,2,2,2,1,1,0,0,0,0,0,6,,16,16,10.0,6.0,0.0,10.0,0.0,0.0,3.0,,0,2,0,0,13,10,2,14,4,5,15,6,9,12,13,8,3,1,7,11,500000,2500000.0,20000,20000,,5000000.0,2500000.0,1000000.0,1,1,28,3,2019,19,9,1,2.0,,10.0,1.0,,,,,,,2,3,1,,,28,3,2019,18,58,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,1.0,,,,2,2,,160000,10000,2.0,,-9.0,,,0,2,10000,,28,3,2019,19,6,,26,4,2,2,4,3511,1,1,4,0,876.8333,876.8333,876.8333,4
658653,1985,4,1,1,36,1,1,15,1,10,4,2019,12,41,159,26,1,1,2,,,,,,2018,12,31,4,,42,,100,100,0,0,0,2,100,2,1,2,1,1.0,1.0,1.0,1.0,2008,10,1,2008,20,2,1,Iso 9001,2,,2,,,2,,2,-7.0,1,0,1,Drawers And Doors For Furniture Made With Different Materials,80,2000000,Two Million,1700000,3,100,0,0,0,5.0,100,0,0,0,2,-4.0,2,2,0,2,,,2,,,2,2,2,100.0,40.0,,,,,,0,30,50,50,0,0,50,0,0,0,-7,2,2,2,1,1,2,1.0,,,,,,2,2,4.0,2,1,2,0,2,-7,-7,-7,3,2,1,2,0.0,2,2,-7,-7,-7,1,2,3,2,0,0,0,0,0,0,0,0,6,,15,15,8.0,7.0,0.0,8.0,0.0,3.0,4.0,,0,2,0,0,13,7,13,3,10,9,4,8,2,14,5,11,1,6,12,15,600000,800000.0,20000,10000,,1700000.0,800000.0,800000.0,1,1,10,4,2019,13,35,1,2.0,,10.0,1.0,,,,,,,2,4,1,,,10,4,2019,13,32,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,1.0,,,,2,2,,100000,7000,2.0,,0.0,,,0,2,-9,,10,4,2019,13,34,,26,4,2,2,4,3610,1,1,4,0,876.8333,876.8333,876.8333,4
658654,2039,4,1,1,22,1,1,10,1,26,2,2019,17,11,159,28,1,1,2,,,,,,2018,12,31,3,,3,,100,100,0,0,0,2,100,1,2,2,1,1.0,2.0,3.0,3.0,2008,10,1,2008,10,2,2,,2,,2,,,2,,2,2.0,2,2,1,"Store Specialized In The Binding And Gilfing Of Notebooks, Journals, Albums, Pocket Notebooks And Any Kind Of Documentation (Using Softbound Bookbinding, Sewn Binding And Hot Stamping Techniques)",100,500000,Five Hundred Thousand,480000,2,100,0,0,0,0.0,100,0,2,0,2,-4.0,2,2,1,2,,,2,,,2,2,2,90.0,70.0,,,,,,0,0,20,100,0,0,0,0,0,0,100,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,1,1,3,15,1,4,4,1,2,3,1,2,0.0,2,2,0,0,0,1,3,2,1,2,2,1,0,0,2,1,1,2,,10,10,8.0,2.0,5.0,2.0,1.0,2.0,1.0,,0,2,3,2,10,11,14,15,4,10,13,9,6,8,2,3,12,1,7,5,200000,180000.0,50000,-9,,450000.0,-9.0,-9.0,1,1,26,2,2019,18,37,2,,,,,,,,,,,1,2,1,,,26,2,2019,18,0,2,2,,2,2,2,1,1.0,1.0,2.0,2,,2,2.0,1,3.0,2,,2.0,1,2,2,2,1,2,2,2,1,2,5.0,1,1.0,,,2.0,,2,2,,-9,-9,,,-9.0,,,-9,2,1500,,26,2,2019,18,2,,28,4,2,2,4,2222,1,1,4,0,876.8333,876.8333,876.8333,4
658655,2054,4,1,1,18,1,1,15,1,30,4,2019,18,41,159,24,1,1,2,,,,,,2018,12,31,4,,42,,100,100,0,0,0,1,100,2,2,2,2,,,,,2012,15,1,2012,30,1,2,,1,2.0,2,,,2,,2,2.0,1,3,1,Shirts And T-Shirts For Men And Women,100,300000,Three Hundred Thousand,280000,1,90,0,10,0,0.0,100,0,1,0,2,-4.0,2,1,2,1,Online Sale Of Shirts Has Been Introduced,Completely New,1,Electronic Cutting Machines Have Been Introduced,Increase In Both Speed And Accuracy,2,2,2,90.0,40.0,,,,,,0,0,0,100,0,0,0,0,0,0,-7,1,2,2,1,2,2,1.0,,,,,,2,2,1.0,1,1,2,5,2,-7,-7,-7,2,3,1,2,0.0,2,2,0,0,0,2,3,1,3,2,2,1,1,0,1,2,0,1,,12,12,12.0,0.0,0.0,12.0,0.0,12.0,0.0,,0,2,2,3,14,9,13,12,6,7,11,10,3,8,5,4,1,15,14,2,20000,30000.0,6000,-9,,240000.0,-9.0,70000.0,1,1,30,4,2019,19,22,1,3.0,,7.0,1.0,,,,,,,1,2,1,,,30,4,2019,19,16,2,2,,2,2,2,1,4.0,2.0,2.0,2,,2,2.0,2,,2,,2.0,1,2,1,1,2,2,2,2,1,2,9.0,2,,1.0,,,,2,2,,-9,0,,,0.0,,,0,2,-9,,30,4,2019,19,21,,24,4,2,2,4,1810,1,1,4,0,876.8333,876.8333,876.8333,4
658656,2078,4,1,1,33,1,1,10,1,4,7,2019,8,40,159,51,1,1,2,,,,,,2018,12,31,4,,41,,75,100,0,0,0,2,0,2,2,2,2,,,,,2006,5,1,2006,20,2,1,Iso 9001,2,,2,,,2,,2,-7.0,2,4,1,Manufacturing Of Electronic Inspection And Monitoring Instruments,100,45000000,Forty-Five Million,4000000,3,100,0,0,0,0.0,70,30,3,1,1,7.0,2,2,0,2,,,2,,,2,2,2,100.0,40.0,,,,,,0,100,80,80,0,0,20,0,0,0,-7,2,2,2,1,1,2,1.0,,,,,,2,2,7.0,2,2,3,0,2,-7,-7,-7,2,3,1,2,0.0,2,2,-7,-7,-7,1,2,3,1,1,1,0,1,0,1,0,2,2,,10,9,8.0,2.0,1.0,2.0,5.0,0.0,1.0,,0,2,1,0,8,11,15,5,2,3,8,6,13,14,12,10,9,1,7,4,200000,900000.0,1000000,100000,,9000000.0,4000000.0,20000000.0,1,1,4,7,2019,9,12,1,1.0,,13.0,1.0,,,,,,,2,2,1,,,4,7,2019,9,0,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,1,2,2,,2,,4.0,,,,2,2,,20000000,2500000,2.0,,-9.0,,,0,2,600,,4,7,2019,9,11,,51,4,2,2,4,3312,1,1,4,0,876.8333,876.8333,876.8333,4
658657,2080,4,1,1,31,1,1,6,1,15,3,2019,17,42,159,28,1,1,2,,,,,,2018,12,31,4,,42,,60,100,0,0,0,2,60,2,2,2,1,3.0,3.0,3.0,2.0,2000,5,1,2000,15,2,2,,2,,2,,,2,,2,2.0,1,2,1,Design And Production Of Electronic Equipment,80,950000,Nine Hundred Fifty Thousand,800000,3,70,30,0,0,0.0,95,5,0,1,2,10.0,1,2,1,1,A New Product To Allow People To Vote Electronically When Assemblies Are Being Held. The Devises Uses Radio Waves,Completely New,2,,,2,1,2,90.0,60.0,,,,,,0,45,50,40,50,0,10,0,0,0,-7,1,1,2,1,1,1,,1.0,2017.0,100000.0,2.0,,2,2,1.0,2,2,3,10,2,3,3,3,1,3,2,2,0.0,2,2,1,0,1,2,3,1,2,2,1,1,0,0,1,2,2,2,,6,6,5.0,1.0,3.0,1.0,1.0,0.0,1.0,,0,2,2,1,14,11,5,12,1,13,4,6,14,15,2,9,10,7,3,8,175000,100000.0,-9,-9,,-9.0,100000.0,220000.0,1,1,15,3,2019,18,50,2,,,,,,,,,,,1,2,1,,,15,3,2019,18,35,2,2,,2,2,2,1,4.0,1.0,2.0,2,,2,2.0,1,2.0,2,,2.0,2,2,1,1,1,2,2,2,1,2,9.0,1,1.0,,,2.0,,2,2,,-9,-9,,,-9.0,,,-9,2,200,,15,3,2019,18,37,,28,4,2,2,4,3120,1,1,4,0,876.8333,876.8333,876.8333,4
658658,2096,4,1,1,17,1,1,8,1,17,5,2019,17,29,159,26,1,1,2,,,,,,2018,12,31,3,,3,,100,100,0,0,0,2,100,2,2,2,2,,,,,1969,2,2,1974,35,2,2,,2,,2,,,2,,2,-7.0,1,0,1,Manufacture Of Lace Trim,80,500000,Five Hundred Thousand,550000,3,100,0,0,-7,,100,0,0,-7,1,-4.0,2,1,1,2,,,2,,,2,2,2,100.0,40.0,,,,,,-7,0,0,100,0,0,0,0,0,0,-7,2,2,2,1,2,2,1.0,,,,,,2,2,1.0,2,-7,3,0,2,-7,-7,-7,1,2,3,2,0.0,2,2,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,5,,8,8,6.0,2.0,0.0,6.0,0.0,6.0,1.0,,0,2,0,3,9,12,13,5,15,1,11,8,2,4,9,3,10,7,14,6,240000,200000.0,2500,0,,450000.0,200000.0,50000.0,1,1,17,5,2019,18,8,1,1.0,,35.0,1.0,,,,,,,2,4,1,,,17,5,2019,18,3,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,1.0,,,,2,2,,7000,0,,,0.0,,,0,2,-9,,17,5,2019,18,7,,26,4,2,2,4,1730,1,1,4,0,876.8333,876.8333,876.8333,4
658659,2109,4,1,1,25,1,1,14,1,5,7,2019,14,26,159,51,1,1,2,,,,,,2018,12,31,4,,41,,75,100,0,0,0,1,0,1,2,2,2,,,,,2007,6,1,2007,15,1,1,Iso 9001,2,,2,,,2,,2,2.0,2,3,1,Production Of Plastic Profiles,100,15000000,Fifteen Million,4500000,3,100,0,0,-7,,100,0,3,1,1,5.0,2,2,0,2,,,2,,,2,2,2,100.0,40.0,,,,,,0,100,100,70,0,0,30,0,0,0,-7,2,2,2,1,1,2,1.0,,,,,,2,2,7.0,2,1,-7,0,2,-7,-7,-7,1,2,3,2,0.0,2,2,-7,-7,-7,2,1,3,1,1,1,0,0,0,2,1,1,1,,15,14,11.0,4.0,1.0,4.0,6.0,3.0,1.0,,0,2,1,0,10,8,12,3,7,5,2,13,1,14,15,11,6,9,10,4,350000,900000.0,1500000,500000,,9350000.0,6000000.0,15000000.0,1,1,5,7,2019,14,52,1,2.0,,12.0,2.0,,,,,,,2,2,1,,,5,7,2019,14,45,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,6.0,,,,2,2,,20000000,3000000,2.0,,0.0,,,0,2,350000,,5,7,2019,15,4,,51,4,2,2,4,2520,1,1,4,0,876.8333,876.8333,876.8333,4
658660,2172,4,1,1,31,1,1,7,1,8,7,2019,16,28,159,26,1,1,2,,,,,,2018,12,31,4,,42,,100,100,0,0,0,1,100,2,1,2,1,1.0,3.0,2.0,2.0,1974,4,1,1974,30,1,1,Iso 9001,2,,2,,,1,0.0,2,-7.0,1,0,1,Production Of Electrically Operated Switches And Linear Solenoids,100,480000,Four Hundred Eighty Thousand,512000,3,70,0,30,0,5.0,100,0,2,2,2,-4.0,2,2,-7,2,,,2,,,2,2,2,100.0,96.0,,,,,,0,0,0,100,0,0,0,0,0,0,-7,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,1,-7,2,15,2,-7,-7,-7,3,1,2,2,0.0,2,2,-7,-7,-7,1,2,3,2,2,2,2,0,0,1,1,0,1,,7,7,5.0,2.0,0.0,5.0,0.0,1.0,2.0,,0,2,0,2,3,14,2,11,4,13,6,9,5,15,10,1,7,3,12,8,25000,140000.0,30000,0,,420000.0,150000.0,100000.0,1,1,8,7,2019,17,4,1,1.0,,30.0,2.0,,,,,,,2,4,1,,,8,7,2019,16,48,2,2,,2,2,2,1,1.0,1.0,2.0,1,1.0,1,2.0,1,2.0,2,,2.0,1,2,2,2,2,2,2,2,1,2,1.0,2,,1.0,,,,2,2,,190000,0,,,0.0,,,0,2,5500,,8,7,2019,17,1,,26,4,2,2,4,3120,1,1,4,0,876.8333,876.8333,876.8333,4
658661,2183,4,1,1,24,1,1,15,1,27,3,2019,17,41,159,26,1,1,2,,,,,,2018,12,31,4,,42,,100,100,0,0,0,2,100,1,1,2,1,2.0,2.0,2.0,1.0,1986,10,1,1986,25,2,1,"Iso 9001:2004, Etag 009, Uni En 13163, Uni/Pdr 30:2017, Uni En 13501",2,,2,,,1,100.0,2,2.0,1,0,1,Production Of Floor In Expanded Polystyrene,60,4000000,Four Million,4000000,3,70,0,30,0,0.0,0,100,1,0,2,5.0,2,2,-7,2,,,2,,,2,1,2,100.0,50.0,,,,,,0,30,0,100,0,0,0,0,0,0,100,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,2,0,2,20,1,3,3,-7,3,2,1,2,0.0,2,2,0,0,0,1,2,3,2,1,1,2,0,0,0,0,0,3,,15,15,8.0,7.0,4.0,4.0,0.0,0.0,3.0,,0,2,0,0,14,12,7,6,11,4,5,3,13,14,1,9,8,15,2,10,550000,1500000.0,30000,15000,,3500000.0,1500000.0,2000000.0,1,1,27,3,2019,18,28,1,2.0,,25.0,1.0,,,,,,,2,3,1,,,27,3,2019,18,21,1,2,,2,2,2,1,1.0,1.0,2.0,2,,2,2.0,1,1.0,2,,2.0,1,2,2,2,2,2,2,2,2,2,,1,2.0,,,2.0,,2,2,,200000,20000,2.0,,10000.0,4.0,,0,2,10000,,27,3,2019,18,28,,26,4,2,2,4,2430,1,1,4,0,876.8333,876.8333,876.8333,4
658662,2213,4,1,1,31,1,1,9,1,21,5,2019,18,25,159,24,1,1,2,,,,,,2018,12,31,4,,42,,95,100,0,0,0,1,100,2,2,2,1,2.0,2.0,2.0,2.0,2000,1,1,2000,40,2,2,,1,2.0,2,,,2,,2,2.0,1,2,1,Production Of Precision Electronic Components For Remote Controls,50,3500000,Three Million Five Hundred Thousand,3000000,1,90,0,10,0,0.0,30,70,1,2,1,-4.0,2,2,0,2,,,1,The Basic Production Line Has Been Robotized,New Machine Allows Us To Work Better And Faster,2,1,2,98.0,40.0,,,,,,2,60,0,80,0,0,20,0,0,0,100,2,2,2,1,2,2,1.0,,,,,,2,2,1.0,2,2,2,8,2,-7,-7,-7,1,2,3,2,0.0,2,2,-7,-7,-7,1,3,2,3,3,3,2,0,0,3,1,2,1,,9,7,5.0,4.0,1.0,4.0,0.0,2.0,0.0,,0,1,2,4,14,1,6,10,8,4,15,7,9,14,13,2,3,11,5,12,130000,1600000.0,20000,-9,,3000000.0,-9.0,1500000.0,1,1,21,5,2019,19,12,1,2.0,,19.0,1.0,,,,,,,1,2,1,,,21,5,2019,19,4,2,2,,2,2,2,1,4.0,2.0,2.0,-9,,2,2.0,2,,2,,2.0,1,2,1,2,1,2,2,1,1,2,1.0,1,2.0,,,2.0,,2,2,,-9,-9,,,-9.0,,,-9,2,-9,,21,5,2019,19,8,,24,4,2,2,3,3120,1,1,4,0,876.8333,876.8333,876.8333,4
658663,2241,4,1,1,20,1,1,8,1,3,5,2019,11,33,159,26,1,1,2,,,,,,2018,12,31,3,,3,,100,100,0,0,0,2,100,2,2,2,2,,,,,1980,5,1,1980,40,2,1,Iso 9001,2,,2,,,2,,2,2.0,1,0,1,Production Of Wooden Pallets,70,500000,Five Hundred Thousand,500000,3,100,0,0,0,5.0,0,100,0,0,2,-4.0,2,1,2,2,,,2,,,2,2,2,95.0,40.0,,,,,,0,0,50,50,0,0,50,0,0,0,-7,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,2,0,3,5,2,-7,-7,-7,1,2,3,2,0.0,2,2,-7,-7,-7,3,2,1,0,0,0,0,0,0,0,0,0,5,,8,8,6.0,2.0,0.0,6.0,0.0,0.0,1.0,,0,2,0,0,13,4,6,7,1,11,8,14,9,10,15,5,2,12,3,13,200000,200000.0,12000,10000,,422000.0,200000.0,150000.0,1,1,3,5,2019,12,1,1,1.0,,39.0,1.0,,,,,,,2,4,1,,,3,5,2019,11,58,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,1.0,,,,2,2,,70000,6000,2.0,,0.0,,,0,2,-9,,3,5,2019,12,5,,26,4,2,2,4,2029,1,1,4,0,876.8333,876.8333,876.8333,4
658664,2261,4,1,1,36,1,1,8,1,5,7,2019,8,57,159,51,1,1,2,,,,,,2018,12,31,4,,41,,75,100,0,0,0,1,0,2,2,2,2,,,,,2010,3,1,2010,10,1,1,Iso 9001,2,,2,,,2,,2,-7.0,2,3,1,Manufacturing Of Furniture,100,1500000,One Million Five Hundred Thousand,1500000,3,100,0,0,0,0.0,100,0,3,1,1,5.0,2,2,0,2,,,2,,,2,2,2,100.0,40.0,,,,,,0,100,100,80,0,0,20,0,0,0,-7,2,1,2,1,1,2,1.0,,,,,,2,2,4.0,2,0,3,2,2,-7,-7,-7,3,1,2,2,0.0,2,2,0,0,0,3,1,2,0,0,1,0,0,0,1,1,1,3,,8,8,7.0,1.0,1.0,1.0,5.0,0.0,1.0,,0,2,2,2,8,8,12,6,2,11,3,15,9,7,10,1,4,13,5,14,300000,600000.0,200000,50000,,1450000.0,600000.0,15000000.0,1,1,5,7,2019,9,42,1,1.0,,9.0,2.0,,,,,,,2,2,1,,,5,7,2019,9,37,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,4.0,,,,2,2,,1000000,750000,2.0,,0.0,,,0,2,2500,,5,7,2019,9,40,,51,4,2,2,4,3610,1,1,4,0,876.8333,876.8333,876.8333,4
658665,2265,4,1,1,22,1,1,12,1,29,4,2019,15,57,159,24,1,1,2,,,,,,2018,12,31,4,,42,,100,100,0,0,0,1,100,2,2,2,1,1.0,3.0,3.0,2.0,1933,35,1,1933,70,2,1,"Iso 9001, Iso 18001",2,,1,2.0,4.0,2,,2,2.0,1,3,1,"Production Of Paper/Cardboard Printed Products For The Pharmaceutical, Cosmetic And Food Industries",90,1600000,One Million Six Hundred Thousand,1500000,3,100,0,0,0,0.0,30,70,2,1,2,-4.0,2,2,1,1,A New Digital Printing Press Has Been Purchased,New Machining Operations Are Possible With The New Machine And The Production Process Is Faster,2,,,2,1,2,90.0,40.0,,,,,,-7,0,0,100,0,0,0,0,0,0,-7,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,1,2,2,1,2,3,2,2,3,2,1,2,0.0,2,2,-7,-7,-7,2,3,1,3,1,3,1,1,0,2,0,2,1,,12,12,8.0,4.0,0.0,7.0,1.0,1.0,0.0,,0,2,2,4,14,1,11,5,8,2,6,4,13,10,14,3,9,7,12,15,340000,330000.0,38000,-9,,1567000.0,-9.0,4000000000.0,1,1,29,4,2019,16,57,1,1.0,,25.0,2.0,,,,,,,1,2,1,,,29,4,2019,16,52,2,2,,2,2,2,1,4.0,2.0,2.0,2,,2,2.0,2,,2,,2.0,1,2,1,2,1,2,2,2,1,2,3.0,2,,1.0,,,,2,2,,225,-9,,,-9.0,,,0,2,20500000,,29,4,2019,16,55,,24,4,2,1,2,2221,1,1,4,0,876.8333,876.8333,876.8333,4
