idstd,id,a4a,a6a,a2,a4b,a0,a3a,a6c,a6b,a14d,a14m,a14y,a14h,a14min,a1,a12,a1a,a1c,a7,a7a,a7b,a11,a7c,a9,a20y,a20m,a20d,b1,b1x,ITAb1,ITAb1x,b3,b2a,b2b,b2c,b2d,b4,BMb1,BMb3,BMb4,BMb5,BMb6,BMb8a,BMb8b,BMb8c,BMb8d,b5,b6,b6a,b6b,b7,b7a,b8,b8x,c3,c5,c6,c7,c8a,c10,c11,c12,c15,c22b,c30a,d1a1a,d1a1x,d1a3,d2,d2x,n3,BMd1a,d3a,d3b,d3c,d10,d11,d12a,d12b,d30a,d30b,e1,e2b,e6,e11,e30,h1,h3x,h4x,h5,h6x,h7x,BMh1,BMh2,BMh3,f1,f2,BMt1,BMt2,BMt3,BMt4,BMt5,g30a,k1c,k2c,k3a,k3bc,k3e,k3f,BMk3a,BMk3b,BMk3hd,BMk2,k4,BMk5,BMk6,k6,k7,k8,BMk7,k9,k10,k11,BMk9,BMk9x,k15d,k16,k17,k21,k30,h7a,j2,j3,BMj1a,BMj1b,BMj1c,BMj1_impartial_pos,BMj1_transparent_pos,BMj1_voice_pos,j6a,j7a,j10,j13,BMj3a,BMj3b,BMj3c,BMj3_parliament_pos,BMj3_natgov_pos,BMj3_locgov_pos,j30a,j30b,j30c,j30e,j30f,h30,BMj4a,BMj4b,BMj4c,BMj5,BMj5x,l1,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l6,l10,l30a,l30b,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,n2a,n2e,n2b,n2f,n2i,n2p,n2e1,n7a,BMGa22,BMGa23,a15d,a15m,a15y,a15h,a15min,gdpr1a,a15a1a,a15a1ax,a15a2a,a15a3,a15a1bx,a15a2b,a15b3,a15a1cx,a15a2c,a15c3,a16,a17,a18,a19h,a19m,BMGa14gd,BMGa14gm,BMGa14gy,BMGa14gh,BMGa14gmin,BMGa1,BMGa2,BMGa3,BMGa4,BMGb1,BMGb2,BMGc1,BMGc2,BMGc3,BMGc4,BMGc7,BMGc8,BMGc11,BMGc12,BMGc16,BMGc17,BMGc18,BMGc19,BMGc20,BMGc23a,BMGc23b,BMGc23c,BMGc23d,BMGc23e,BMGc23f,BMGc23g,BMGc23h,BMGc23i,BMGc23j,BMGc24,BMGc25,BMGc26,BMGc27,BMGc27x,BMGc28,BMGc29,BMGd6,BMGd7,BMGd8,BMGe1,BMGe2,BMGe2u,BMGe2x,BMGe3,BMGe3u,BMGe3x,BMGe4,BMGe5,BMGe6,BMGe7,BMGa15gd,BMGa15gm,BMGa15gy,BMGa15gh,BMGa15gmin,BMGa15a1dx,BMGa12,a13,a3b,a3c,a3,d1a2,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
658960,8213,1,2,5,15,1,5,35,2,19,7,2019,14,10,159,44,1,1,2,,,,,,2018,9,30,4,,42,,60,100,0,0,0,2,0,2,1,2,2,,,,,1990,20,1,1990,15,2,1,Haccp,2,,2,,,2,,2,2.0,1,2,1,Production Of Dairy Products,100,200000,Two Hundred Thousand,180000,3,100,0,0,-7,,100,0,1,1,2,-4.0,2,2,2,2,,,2,,,2,2,2,90.0,-9.0,,,,,,2,20,10,-9,-9,-9,-9,-9,-9,-9,-7,2,2,2,1,2,2,2.0,,,,,,2,2,2.0,2,2,2,0,2,-7,-7,-7,1,3,2,2,0.0,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,4,,35,30,30.0,5.0,30.0,0.0,0.0,2.0,3.0,,0,2,2,2,6,7,9,2,3,6,4,13,8,10,1,15,5,14,12,11,100000,20000.0,10000,3000,,-9.0,-9.0,-9.0,1,1,19,7,2019,14,23,1,2.0,,10.0,1.0,,,,,,,1,2,1,,,19,7,2019,14,21,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,2.0,,,,2,2,,15000,-9,,,-9.0,,,-9,2,200,,19,7,2019,14,44,,44,2,2,2,4,1520,5,2,1,0,8.9,8.9,8.9,79
658961,8217,1,2,5,15,1,5,30,2,22,5,2019,14,46,159,21,1,1,2,,,,,,2018,6,30,4,,42,,40,100,0,0,0,2,0,2,2,2,2,,,,,2004,15,1,2004,6,2,1,Haccp,2,,2,,,2,,2,2.0,2,2,1,Production Of Fruit And Vegetables,100,500000,Five Hundred Thousand,380000,1,100,0,0,-7,,80,20,3,1,2,-4.0,2,2,2,2,,,2,,,2,2,2,70.0,-9.0,,,,,,2,20,40,-9,-9,-9,-9,-9,-9,-9,-7,2,2,2,1,2,2,2.0,,,,,,2,2,2.0,2,2,2,0,2,-7,-7,-7,2,3,1,2,0.0,2,2,2,2,2,1,2,3,3,4,3,3,3,3,3,3,2,2,,30,28,22.0,8.0,22.0,0.0,0.0,6.0,2.0,,0,2,3,3,3,15,11,5,9,1,10,4,13,7,12,3,6,8,14,2,250000,-9.0,15000,-9,,-9.0,-9.0,-9.0,1,1,22,5,2019,14,57,1,2.0,,10.0,1.0,,,,,,,1,1,1,,,22,5,2019,14,55,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,3.0,,,,2,2,,18000,-9,,,-9.0,,,-9,2,150,,22,5,2019,15,20,,21,2,2,2,3,1513,5,2,1,0,8.9,8.9,8.9,79
658962,8245,1,2,5,15,1,5,22,2,27,2,2019,9,42,159,21,1,1,2,,,,,,2018,6,30,4,,42,,60,100,0,0,0,2,0,1,1,2,2,,,,,2009,15,1,2009,20,2,1,Haccp,2,,2,,,2,,2,2.0,1,3,1,Production Of Ready-Made Sauces For The Main Supermarkets,100,13460000,Thirteen Million Four Hundred Sixty Thousand,12000000,3,60,0,40,-7,,100,0,2,2,2,-4.0,2,2,2,2,,,2,,,2,2,2,80.0,-9.0,,,,,,2,20,40,70,0,30,0,0,0,0,-7,2,2,2,1,2,2,1.0,,,,,,2,2,1.0,2,2,2,-9,2,-7,-7,-7,1,3,2,2,0.0,2,2,3,2,3,2,3,1,2,3,3,3,3,3,3,2,2,4,,40,18,20.0,20.0,18.0,2.0,0.0,0.0,1.0,,40,2,3,2,6,14,3,12,13,1,10,9,5,6,4,15,7,8,11,2,1000000,500000.0,10000,-9,,-9.0,-9.0,-9.0,1,1,27,2,2019,10,20,1,2.0,,8.0,1.0,,,,,,,1,2,1,,,27,2,2019,9,54,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,1.0,,,,2,2,,-9,-9,,,-9.0,,,-9,2,-9,,27,2,2019,10,46,,21,2,2,2,2,1549,5,2,1,0,8.9,8.9,8.9,79
658963,8266,1,2,5,15,1,5,25,2,12,2,2019,20,18,159,21,1,1,2,,,,,,2018,6,30,4,,42,,50,100,0,0,0,2,0,1,1,2,2,,,,,1994,20,1,1994,20,2,1,"Iso 9000, Iso 2000",2,,2,,,2,,2,2.0,1,3,1,Manufacture Of Beverages Derived From Fruit And Vegetables,100,-9,,-9,1,30,50,20,0,0.0,60,40,2,2,3,-4.0,2,2,2,2,,,2,,,2,2,2,80.0,-9.0,,,,,,1,30,0,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,1,2,2,1.0,,,,,,2,2,1.0,1,0,-7,-9,2,-7,-7,-7,3,2,1,2,0.0,2,2,0,0,0,1,3,2,2,1,1,2,3,1,2,3,1,1,,25,25,15.0,10.0,15.0,0.0,0.0,0.0,0.0,,0,2,2,2,13,3,6,1,15,10,7,2,11,9,13,12,5,8,4,14,-9,-9.0,-9,-9,,-9.0,-9.0,-9.0,1,1,12,2,2019,21,10,1,2.0,,10.0,1.0,,,,,,,1,2,1,,,12,2,2019,20,59,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,1.0,,,,2,2,,-9,-9,,,-9.0,,,-9,-9,-9,,12,2,2019,21,10,,21,2,2,2,3,1513,5,2,1,0,8.9,8.9,8.9,79
658964,8267,1,2,5,15,1,5,33,2,4,4,2019,16,6,159,21,1,1,2,,,,,,2018,6,30,4,,42,,40,100,0,0,0,2,0,2,2,2,2,,,,,1968,15,1,1968,30,2,1,Haccp,2,,2,,,2,,2,2.0,1,2,1,"Manufacturing Of Dairy Products Like Milk, Yogurt, Cream",100,250000,Two Hundred Fifty Thousand,-9,3,100,0,0,-7,,100,0,2,2,2,-4.0,1,2,2,2,,,2,,,2,2,2,80.0,-9.0,,,,,,2,20,0,-9,-9,-9,-9,-9,-9,-9,-7,2,2,2,1,2,2,1.0,,,,,,2,2,1.0,2,2,2,-9,2,-7,-7,-7,1,3,2,2,-8.0,2,2,2,2,1,2,1,3,2,2,2,3,2,2,2,2,2,4,,33,28,30.0,3.0,30.0,0.0,0.0,0.0,3.0,,0,2,1,2,12,1,4,14,12,8,13,9,15,2,5,11,3,7,6,10,20000,30000.0,1500,1900,,70000.0,-9.0,-9.0,1,1,4,4,2019,16,39,1,2.0,,25.0,1.0,,,,,,,1,2,1,,,4,4,2019,16,19,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,2.0,,,,2,2,,16000,-9,,,-9.0,,,18000,2,200,,4,4,2019,16,51,,21,2,2,2,2,1520,5,2,1,0,8.9,8.9,8.9,79
658965,8277,1,2,5,15,1,5,25,2,30,5,2019,17,21,159,21,1,1,2,,,,,,2018,6,30,4,,42,,50,100,0,0,0,2,0,2,2,2,2,,,,,2006,12,1,2006,10,2,1,Haccp,2,,2,,,2,,2,2.0,1,1,1,Production Of Pistachio,100,300000,Three Hundred Thousand,-9,3,100,0,0,-7,,100,0,2,1,1,-4.0,2,2,2,2,,,2,,,2,2,2,80.0,-9.0,,,,,,2,20,10,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,1,2,2,1.0,,,,,,2,2,2.0,2,2,2,0,2,-7,-7,-7,2,1,3,2,0.0,2,2,2,2,2,2,1,3,2,2,2,2,2,3,2,2,2,4,,25,25,20.0,5.0,20.0,0.0,0.0,2.0,3.0,,0,2,2,2,1,3,1,2,4,7,11,15,9,5,8,10,6,14,13,12,13000,2000.0,10000,-9,,-9.0,-9.0,-9.0,1,1,30,5,2019,17,34,1,2.0,,2.0,1.0,,,,,,,1,1,1,,,30,5,2019,17,32,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,2.0,,,,2,2,,16000,-9,,,-9.0,,,-9,2,150,,30,5,2019,17,54,,21,2,2,2,4,1549,5,2,1,0,8.9,8.9,8.9,79
658966,8316,1,2,5,15,1,5,6,1,30,5,2019,19,0,159,21,1,1,2,,,,,,2018,6,30,1,,1,,100,100,0,0,0,2,100,2,2,2,2,,,,,1997,3,1,1997,10,2,1,Haccp,2,,2,,,2,,2,2.0,2,0,1,Production Of Bread Products,100,100000,One Hundred Thousand,-9,3,100,0,0,-7,,100,0,0,0,1,-4.0,2,2,2,2,,,2,,,2,2,2,100.0,-9.0,,,,,,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7,2,2,2,1,2,2,1.0,,,,,,2,2,1.0,2,2,2,0,2,-7,-7,-7,2,3,1,2,0.0,2,2,-7,-7,-7,1,2,3,2,2,2,2,2,2,2,2,2,3,,6,6,5.0,1.0,5.0,0.0,0.0,0.0,0.0,,0,2,2,1,4,2,11,15,3,9,1,13,14,4,8,6,12,7,5,10,60000,2000.0,7000,-9,,-9.0,-9.0,-9.0,1,1,30,5,2019,19,13,1,1.0,,20.0,1.0,,,,,,,1,2,1,,,30,5,2019,19,11,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,1.0,,,,2,2,,18000,-9,,,-9.0,,,-9,2,1000,,30,5,2019,19,32,,21,2,2,2,3,1541,5,2,1,0,8.9,8.9,8.9,79
658967,8346,1,2,2,15,1,2,30,2,18,6,2019,16,48,159,27,1,1,1,3.0,1.0,1.0,1.0,,2018,12,31,4,,43,,60,100,0,0,0,2,0,1,1,2,1,2.0,-7.0,3.0,-7.0,1980,20,1,1980,30,2,1,Iso 9001,2,,2,,,1,10.0,2,2.0,1,0,1,Production Of Cold Cuts And Hams,100,22000000,Twenty-Two Million,-9,3,70,0,30,0,3.0,50,50,2,2,3,-4.0,2,2,-7,2,,,2,,,2,2,2,100.0,70.0,,,,,,0,80,60,20,0,0,80,0,0,0,30,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,1,1,2,5,2,-7,-7,-7,2,1,3,2,0.0,2,2,0,0,0,1,3,2,2,3,3,0,0,0,3,4,3,3,,30,30,20.0,10.0,5.0,0.0,15.0,10.0,10.0,,0,2,3,1,10,8,2,1,12,13,10,9,3,15,4,5,6,14,11,7,800000,10000000.0,50000,50000,,20000000.0,-9.0,2000000.0,1,1,18,6,2019,17,30,1,5.0,,15.0,1.0,,,,,,,2,3,1,,,18,6,2019,17,24,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,1,2,2,2,2,2,2,2,1,1,1.0,2,,1.0,,,,1,2,,60000,40000,2.0,,-9.0,,,-9,2,-9,,18,6,2019,17,29,,27,1,2,2,4,1511,2,2,1,0,167.8,167.8,167.8,25
658968,8353,1,2,2,15,1,2,40,2,18,3,2019,11,42,159,27,1,1,2,,,,,,2018,12,31,4,,43,,50,100,0,0,0,1,100,1,1,2,1,3.0,3.0,3.0,3.0,1915,5,1,1915,30,2,1,"Standard Brc Higher Level, Standard Ufs Higher Leve, Uni 9001, Haccp",2,,2,,,2,,2,2.0,1,1,1,Wine And Champagne,100,23000000,Twenty-Three Million,21000000,1,50,10,40,0,0.0,100,0,1,2,2,3.0,2,2,0,1,Canned Products,The Wine Is Now In A Can,2,,,2,2,2,95.0,50.0,,,,,,2,50,80,50,30,10,10,0,0,0,100,2,2,2,1,1,1,,1.0,2018.0,-9.0,2.0,,-9,1,,2,2,3,10,2,3,3,3,1,2,3,2,0.0,2,2,0,0,0,1,3,2,1,1,0,2,3,1,0,0,2,1,,40,40,30.0,10.0,10.0,10.0,10.0,10.0,10.0,,40,1,0,0,6,14,15,12,4,8,7,5,1,9,13,6,10,2,11,3,200000,3000000.0,6000,24000,,4000000.0,3000000.0,-9.0,1,1,18,3,2019,12,25,1,1.0,,30.0,1.0,,,,,,,2,2,1,,,18,3,2019,12,21,2,2,,2,2,2,2,,,2.0,2,,1,2.0,2,,2,,2.0,1,1,1,1,1,1,1,1,1,-7,5.0,1,2.0,,,2.0,,2,2,,400,-9,,,-9.0,,,-9,1,-9,,18,3,2019,12,24,,27,1,2,2,4,1552,2,2,1,0,167.8,167.8,167.8,25
658969,8374,1,2,2,15,1,2,25,2,19,3,2019,14,59,159,55,1,1,2,,,,,,2018,12,31,5,,7,,40,100,0,0,0,1,100,1,1,2,1,3.0,3.0,3.0,3.0,2010,10,1,1960,30,2,1,"Ifs, Brc",2,,2,,,2,,2,2.0,1,1,1,Grappa,70,49200000,Forty Nine Million Two Hundred Thousand,41870000,1,65,0,35,0,0.0,100,0,2,3,2,2.0,2,2,1,2,,,1,A New Single Distillation System Use To Process Grapes Marc,Processes Became More Efficient In All Their Phases From The Harvest To The Storage Of Raw Materials,2,1,1,98.0,60.0,,,,,,1,30,50,50,20,20,10,0,0,0,100,1,1,1,1,1,1,,1.0,2016.0,-8.0,2.0,,1,2,1.0,2,1,3,10,2,3,3,3,1,3,2,2,0.0,2,2,0,0,0,3,1,2,3,3,1,2,0,0,1,2,0,3,,30,30,20.0,10.0,5.0,5.0,10.0,5.0,5.0,,30,1,0,0,11,15,4,3,7,6,13,11,1,9,10,14,2,12,8,5,1500000,1000000.0,20000,5000,,2900000.0,100000.0,-9.0,1,1,19,3,2019,15,56,1,1.0,,9.0,1.0,,,,,,,2,2,1,,,19,3,2019,15,52,1,1,2.0,1,2,2,1,2.0,1.0,1.0,1,1.0,1,2.0,1,3.0,1,3.0,1.0,1,1,1,1,1,1,1,2,2,2,5.0,1,1.0,,,1.0,2.0,2,2,,-9,-9,,,-9.0,,,-9,1,-9,,19,3,2019,15,55,,55,1,2,2,4,1551,2,2,1,0,167.8,167.8,167.8,25
658970,8379,1,2,2,15,1,2,75,2,25,6,2019,13,54,159,55,1,1,2,,,,,,2018,12,31,5,,5,,35,100,0,0,0,2,100,1,1,2,2,,,,,1994,10,1,1994,30,2,1,"Haccp, International Featured Standards",2,,2,,,1,100.0,2,2.0,1,2,1,Manufacturing Of Vegan Beverages Based On Almond And Oat,50,38000000,Thirty-Eight Million,31000000,1,30,20,50,0,0.0,100,0,1,2,3,3.0,2,2,0,1,We Have Enriched Our Products With Safflower Oil,"This Oil Contains A High Dose Of Saturated Lipids, Vitamin K And No Cholesterol",2,,,2,1,1,100.0,120.0,2.0,3.0,2.0,2.0,2.0,2,95,100,60,20,0,20,0,0,0,100,2,2,2,1,2,2,1.0,,,,,,2,2,1.0,1,1,4,5,2,4,4,4,3,2,1,2,,2,2,1,0,0,3,1,2,1,2,1,1,1,1,1,1,2,3,,75,68,55.0,20.0,15.0,15.0,25.0,18.0,10.0,,0,2,1,2,14,1,14,13,3,5,8,7,6,4,12,15,2,11,9,10,1750000,1950000.0,92000,21000,,28000000.0,26000000.0,2000000.0,1,1,25,6,2019,14,43,1,1.0,,25.0,1.0,,,,,,,2,2,1,,,25,6,2019,14,27,1,2,,1,2,2,1,3.0,1.0,1.0,2,,2,2.0,2,,2,,2.0,1,1,1,1,1,1,1,1,1,2,2.0,1,2.0,,,2.0,,2,2,,95000,2150,2.0,,0.0,,,0,1,2600,,25,6,2019,14,43,,55,1,2,2,4,1554,2,2,1,0,167.8,167.8,167.8,25
658971,8394,1,2,2,15,1,2,75,2,25,3,2019,13,37,159,27,1,1,2,,,,,,2018,12,31,5,,7,,34,100,0,0,0,2,0,1,1,2,1,3.0,3.0,4.0,-7.0,2004,15,1,2004,15,2,1,"Iso 9001, Brc, Ifs, Kosher, Halal",2,,2,,,1,30.0,2,2.0,1,2,1,"Couscous, Gluten Free Products",70,28000000,Twenty-Eight Million,27000000,1,20,10,70,0,8.0,100,0,3,3,3,0.0,2,2,-7,1,Gluten Free Well-Being Products,It Is New. The Company Did Not Produce These Kind Of Products Before,2,,,2,1,2,100.0,50.0,3.0,1.0,2.0,1.0,1.0,0,70,50,30,0,0,70,0,0,0,-7,2,1,2,1,1,2,1.0,,,,,,2,2,1.0,1,0,2,10,2,-7,3,-7,2,1,3,2,0.0,2,2,0,0,0,2,1,3,3,0,0,0,0,0,2,0,0,2,,75,70,45.0,30.0,15.0,10.0,20.0,30.0,15.0,,0,2,2,2,14,9,14,12,5,11,1,10,15,4,3,7,2,8,13,6,3000000,3000000.0,200000,200000,,20000000.0,-9.0,-9.0,1,1,25,3,2019,14,51,1,2.0,,15.0,1.0,,,,,,,2,2,1,,,25,3,2019,14,16,2,2,,2,1,2,1,2.0,2.0,2.0,1,1.0,2,2.0,1,1.0,1,2.0,1.0,2,2,1,1,1,1,2,1,1,1,3.0,1,1.0,,,2.0,,1,2,,500000,-9,,,-9.0,,,-9,2,15000,1.0,25,3,2019,14,21,,27,1,2,2,4,1544,2,2,1,0,167.8,167.8,167.8,25
658972,8450,1,2,3,15,1,3,20,2,27,3,2019,12,59,159,43,1,1,1,2.0,1.0,1.0,1.0,,2018,12,31,5,,5,,80,100,0,0,0,2,80,1,2,2,1,2.0,2.0,2.0,2.0,1994,20,1,1994,30,2,1,"Dop, Igp",2,,2,,,2,,2,2.0,1,0,1,Hams,80,35620000,Thirty Five Million Six Hundred Twenty Thousand,33120000,1,50,30,20,0,0.0,100,0,1,1,2,-4.0,1,1,0,2,,,2,,,2,2,2,70.0,50.0,,,,,,0,40,50,100,0,0,0,0,0,0,60,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,2,0,2,20,2,-7,-7,-7,1,2,3,2,0.0,2,2,-7,-7,-7,2,3,1,2,2,1,0,0,0,1,1,1,3,,20,20,15.0,5.0,5.0,5.0,5.0,4.0,2.0,,20,2,1,1,8,6,7,15,4,10,5,12,8,14,11,3,1,9,13,2,500000,20000000.0,100000,100000,,30000000.0,20000000.0,500000.0,1,1,27,3,2019,13,37,1,2.0,,15.0,1.0,,,,,,,2,3,1,,,27,3,2019,13,28,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,4.0,,,,2,2,,-9,10000000,2.0,,-9.0,,,0,2,400000,,27,3,2019,13,34,,43,5,2,2,4,1511,3,2,1,0,43.125,43.125,43.125,43
658973,8457,1,2,3,15,1,3,90,2,25,3,2019,11,43,159,18,1,1,1,7.0,1.0,1.0,1.0,,2018,12,31,4,,42,,25,100,0,0,0,2,100,2,2,2,2,,,,,1959,8,1,1959,50,2,1,Iso 9001,2,,2,,,1,10.0,2,2.0,1,4,1,"Production Of Bakery Products (Bread, Pizza, Pastry)",100,24920000,Twenty Four Million Nine Hundred Twenty Thousand,21680000,1,90,0,10,0,2.0,100,0,3,1,2,-4.0,2,2,0,1,"New Kind Of Bread, Desserts",We Introduced Organic Ingredients In Order To Improve The Products,2,,,2,2,2,90.0,45.0,2.0,2.0,2.0,1.0,1.0,0,50,70,60,20,0,20,0,0,0,100,2,2,2,1,1,1,,1.0,2017.0,-8.0,2.0,,2,2,7.0,2,1,-9,10,2,-9,-9,-9,1,2,3,2,0.0,2,2,-9,-9,-9,3,2,1,1,1,1,0,0,0,1,2,2,1,,90,85,70.0,20.0,10.0,30.0,30.0,10.0,5.0,,0,2,1,1,15,13,14,2,6,10,11,3,9,7,1,15,4,12,5,8,30000,70000.0,60000,-9,,300000.0,70000.0,-9.0,1,1,25,3,2019,12,55,1,2.0,,20.0,1.0,,,,,,,2,2,1,,,25,3,2019,12,48,2,2,,2,2,2,2,,,2.0,2,,2,2.0,1,2.0,2,,2.0,2,2,2,2,2,2,2,2,2,2,,1,1.0,,,2.0,,2,2,,480000,-9,,,-9.0,,,-9,2,-9,,25,3,2019,12,54,,18,5,2,2,4,1541,3,2,1,0,43.125,43.125,43.125,43
658974,8519,1,2,3,15,1,3,25,2,16,5,2019,16,16,159,18,1,1,2,,,,,,2018,12,31,4,,42,,100,100,0,0,0,2,0,2,2,2,1,2.0,2.0,2.0,2.0,1962,3,1,1962,50,2,1,"Haccp, Iso 9001",2,,2,,,2,,2,-7.0,1,2,1,Production Of Cured Meat Such As Salami,100,19660000,Nineteen Million Six Hundred Sixty Thousand,18110000,3,100,0,0,0,0.0,100,0,2,1,2,-4.0,2,2,1,2,,,2,,,2,2,2,100.0,40.0,,,,,,1,80,100,50,0,0,50,0,0,0,-7,2,2,2,1,1,2,1.0,,,,,,2,2,7.0,2,0,3,10,2,-7,-7,-7,1,2,3,2,0.0,2,2,-7,-7,-7,2,1,3,1,1,0,0,0,0,1,1,1,2,,25,18,20.0,5.0,0.0,10.0,10.0,6.0,3.0,,0,2,1,1,8,5,3,9,14,4,10,15,13,8,7,2,6,1,12,11,1200000,950000.0,6000000,400000,,16240000.0,12000000.0,40000000.0,1,1,16,5,2019,17,9,1,2.0,,50.0,1.0,,,,,,,2,2,1,,,16,5,2019,17,5,2,2,,2,2,2,1,1.0,2.0,2.0,2,,2,2.0,2,,2,,2.0,1,1,2,2,2,2,2,2,2,2,1.0,2,,6.0,,,,2,2,,500000,-9,,,-9.0,,,-9,2,20000,,16,5,2019,17,8,,18,5,2,2,4,1511,3,2,1,0,43.125,43.125,43.125,43
658975,8528,1,2,3,15,1,3,90,2,21,3,2019,12,22,159,43,1,1,1,2.0,1.0,1.0,1.0,,2018,12,31,4,,42,,70,100,0,0,0,1,100,2,2,2,2,,,,,1890,1,2,1906,30,2,1,Iso 9001,2,,2,,,2,,2,2.0,1,0,1,Biscuits Production,60,18000000,Eighteen Million,15000000,3,100,0,0,0,0.0,100,0,0,0,1,-4.0,2,-9,0,2,,,2,,,2,2,1,60.0,50.0,1.0,5.0,5.0,1.0,1.0,0,40,20,100,0,0,0,0,0,0,100,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,2,1,2,30,2,-7,-7,-7,1,3,2,2,0.0,2,2,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,5,,80,80,70.0,10.0,70.0,0.0,0.0,10.0,5.0,,0,2,0,0,13,3,4,10,7,5,9,6,12,1,15,8,13,14,2,11,2000000,1000000.0,50000,60000,,18000000.0,18000000.0,20000000.0,1,1,21,3,2019,13,1,1,3.0,,20.0,1.0,,,,,,,2,3,1,,,21,3,2019,12,57,1,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,1.0,,,,2,2,,7000,-9,,,-9.0,,,0,2,5000,,21,3,2019,13,0,,43,5,1,2,2,1541,3,2,1,0,43.125,43.125,43.125,43
658976,8530,1,2,3,15,1,3,25,2,15,5,2019,10,12,159,18,1,1,2,,,,,,2018,12,31,4,,42,,100,100,0,0,0,1,0,2,2,2,2,,,,,2016,20,1,2016,10,1,1,"Iso 9001, Haccp",2,,2,,,2,,2,2.0,2,3,1,Production Of Bread And Bakery Products,100,10000000,Ten Million,-7,3,100,0,0,0,0.0,100,0,3,1,2,-4.0,2,2,0,2,,,2,,,2,2,2,100.0,50.0,,,,,,0,95,95,50,30,0,20,0,0,0,-7,2,1,2,1,1,1,,1.0,2017.0,-8.0,2.0,,2,2,7.0,2,0,3,0,1,3,3,3,1,3,2,2,0.0,2,2,0,0,0,2,1,3,1,1,2,0,1,0,0,1,2,2,,25,-7,20.0,5.0,5.0,5.0,10.0,3.0,4.0,,0,2,1,1,10,12,9,5,8,14,3,2,7,10,1,11,13,15,4,6,1000000,500000.0,3000000,150000,,8000000.0,2000000.0,30000000.0,1,1,15,5,2019,10,52,1,8.0,,2.0,1.0,,,,,,,2,2,1,,,15,5,2019,10,47,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,6.0,,,,2,2,,500000,250000,2.0,,-9.0,,,-9,2,350000,,15,5,2019,10,51,,18,5,2,2,3,1541,3,2,1,0,43.125,43.125,43.125,43
